0,1,0,0,0,0,-1,-1,5,0,0,2,177.7104386,0,3
0,1,0,0,0,0,-1,-1,5,0,0,2,192.4214125,0,3
0,1,0,0,0,0,-1,-1,5,0,0,2,211.3030998,0,3
0,1,0,0,0,0,-1,-1,4,1,0,2,233.3452378,2,2
0,1,0,0,0,0,-1,-1,5,0,0,2,211.3030998,0,2
0,1,0,0,0,0,-1,-1,5,0,0,2,192.4214125,0,2
0,1,0,0,0,0,-1,-1,5,0,0,2,177.7104386,0,2
0,1,0,0,0,0,-1,-1,5,0,0,2,168.2676439,0,2
0,1,0,0,0,0,-1,-1,5,0,0,2,272.1249713,1,3
0,1,0,0,0,0,-1,-1,5,0,0,2,266.0545057,1,3
0,1,0,0,0,0,-1,-1,5,0,0,2,264,1,0
0,1,0,0,0,0,-1,-1,5,0,0,2,297,1,0
0,1,0,0,0,0,-1,-1,5,0,0,2,280.0142853,0,0
0,1,0,0,0,0,-1,-1,5,0,0,2,280.0142853,0,0
0,1,0,0,0,0,-1,-1,5,0,0,2,280.0142853,0,0
0,1,0,0,0,0,-1,-1,5,0,0,2,280.0142853,0,2
0,1,0,0,0,0,-1,-1,4,0,1,2,304.2449671,3,2
0,1,0,0,0,0,-1,-1,4,0,1,2,304.2449671,3,2
0,1,0,0,0,0,-1,-1,4,0,1,2,304.2449671,3,0
0,1,0,0,0,0,-1,-1,4,0,1,2,283.8767338,3,0
0,1,0,0,0,0,-1,-1,4,0,1,2,266.0545057,3,0
0,1,0,0,0,0,-1,-1,4,0,1,2,251.3205125,3,0
0,1,0,0,0,0,-1,-1,4,0,1,2,251.3205125,3,3
0,1,0,0,0,0,-1,-1,4,0,1,2,221.3707298,3,0
0,1,0,0,0,0,-1,-1,4,0,1,2,208.7103256,3,0
0,1,0,0,0,0,-1,-1,4,0,1,2,200.7311635,0,0
0,1,0,0,0,0,-1,-1,4,0,1,2,168.2676439,0,0
0,1,0,0,0,0,-1,-1,4,0,1,2,136.0624856,0,0
0,1,0,0,0,0,-1,-1,4,0,1,2,104.3551628,0,0
0,1,0,0,0,0,-1,-1,4,0,1,2,73.79024326,0,0
0,1,0,0,0,0,-1,-1,3,0,2,2,46.66904756,0,0
0,1,0,0,0,0,-1,-1,0,0,3,4,33,3,3
0,1,0,0,0,0,-1,-1,0,1,2,4,33,3,3
0,1,0,0,0,0,-1,-1,0,1,1,5,33,1,3
0,1,0,0,0,0,-1,-1,0,1,1,5,66,1,3
0,1,0,0,0,0,-1,-1,0,1,1,5,99,1,3
0,1,0,0,0,0,-1,-1,0,0,1,6,99,1,3
0,1,0,0,0,0,-1,-1,0,0,0,7,211.3030998,1,1
0,1,0,0,0,0,-1,-1,0,0,0,7,211.3030998,1,1
0,1,0,0,0,0,-1,-1,0,0,1,6,186.6761902,3,1
0,1,0,0,0,0,-1,-1,0,1,1,5,165,3,1
0,1,0,0,0,0,-1,-1,0,1,1,5,147.5804865,3,1
0,1,0,0,0,0,-1,-1,0,1,3,3,136.0624856,2,1
0,1,0,0,0,0,-1,-1,0,1,4,2,132,2,1
0,1,0,0,0,0,-1,-1,0,1,4,2,136.0624856,3,1
0,1,0,0,0,0,-1,-1,0,1,4,2,136.0624856,3,3
0,1,0,0,0,0,-1,-1,0,1,4,2,104.3551628,3,3
0,1,0,0,0,0,-1,-1,0,1,3,3,73.79024326,3,1
0,1,0,0,0,0,-1,-1,1,1,3,2,73.79024326,3,3
0,1,0,0,0,0,-1,-1,1,1,2,3,46.66904756,3,3
0,1,0,0,0,0,-1,-1,1,1,0,5,33,1,3
0,1,0,0,0,0,-1,-1,1,2,0,4,46.66904756,1,3
0,1,0,0,0,0,-1,-1,1,3,0,3,73.79024326,2,3
0,1,0,0,0,0,-1,-1,1,3,0,3,73.79024326,2,3
0,1,0,0,0,0,-1,-1,1,3,0,3,104.3551628,2,3
0,1,0,0,0,0,-1,-1,1,3,0,3,118.9831921,2,3
0,1,0,0,0,0,-1,-1,1,2,0,4,304.2449671,1,2
0,1,0,0,0,0,-1,-1,1,1,0,5,283.8767338,2,2
0,1,0,0,0,0,-1,-1,1,1,0,5,257.7382393,2,2
0,1,0,0,0,0,-1,-1,1,1,0,5,233.3452378,2,2
0,1,0,0,0,0,-1,-1,1,1,0,5,233.3452378,2,0
0,1,0,0,0,0,-1,-1,1,1,0,5,211.3030998,2,0
0,1,0,0,0,0,-1,-1,1,1,0,5,192.4214125,2,0
0,1,0,0,0,0,-1,-1,1,1,0,5,177.7104386,2,0
0,1,0,0,0,0,-1,-1,1,1,0,5,177.7104386,2,0
0,1,0,0,0,0,-1,-1,1,1,0,5,177.7104386,2,0
0,1,0,0,0,0,-1,-1,1,1,0,5,177.7104386,2,2
0,1,0,0,0,0,-1,-1,1,1,0,5,147.5804865,2,2
0,1,0,0,0,0,-1,-1,1,1,0,5,118.9831921,2,2
0,1,0,0,0,0,-1,-1,1,1,0,5,93.33809512,2,2
